timestamp ,90%-threshold,95%-threshold,98%-threshold,z-score
04/02/15 22,0,0,0,-0.25
04/02/15 23,0,0,0,-0.61
05/02/15 00,0,0,0,-0.34
05/02/15 01,0,0,0,1.3
05/02/15 02,0,0,0,1.34
05/02/15 03,0,0,0,1.3
05/02/15 04,0,0,0,-0.38
05/02/15 05,0,0,0,-0.68
05/02/15 06,0,0,0,-0.66
05/02/15 07,0,0,0,0.05
05/02/15 08,0,0,0,2.3
05/02/15 09,0,0,0,0.91
05/02/15 10,0,0,0,0.59
05/02/15 11,0,0,0,0.66
05/02/15 12,0,0,0,0.63
05/02/15 13,0,0,0,0.14
05/02/15 14,0,0,0,-0.12
05/02/15 15,0,0,0,0.06
05/02/15 16,0,0,0,0.07
05/02/15 17,0,0,0,0.88
05/02/15 18,0,0,0,2.79
05/02/15 19,0,0,0,0.97
05/02/15 20,0,0,0,-0.2
05/02/15 21,0,0,0,0.13
05/02/15 22,0,0,0,0.52
05/02/15 23,0,0,0,-0.14
06/02/15 00,0,0,0,-0.84
06/02/15 01,0,0,0,-0.99
06/02/15 02,0,0,0,-1.02
06/02/15 03,0,0,0,-0.98
06/02/15 04,0,0,0,-1
06/02/15 05,0,0,0,-0.99
06/02/15 06,0,0,0,-0.87
06/02/15 07,0,0,0,-0.25
06/02/15 08,0,0,0,0.74
06/02/15 09,0,0,0,1.49
06/02/15 10,0,0,0,0.96
06/02/15 11,0,0,0,1.46
06/02/15 12,0,0,0,0.54
06/02/15 13,0,0,0,-0.51
06/02/15 14,0,0,0,-0.85
06/02/15 15,0,0,0,-0.74
06/02/15 16,0,0,0,-0.43
06/02/15 17,0,0,0,0.77
06/02/15 18,0,0,0,2.13
06/02/15 19,0,0,0,0.86
06/02/15 20,0,0,0,1.07
06/02/15 21,0,0,0,0.61
06/02/15 22,0,0,0,0.03
06/02/15 23,0,0,0,-0.59
07/02/15 00,0,0,0,-0.58
07/02/15 01,0,0,0,-0.46
07/02/15 02,0,0,0,-0.61
07/02/15 03,0,0,0,-0.42
07/02/15 04,0,0,0,-0.49
07/02/15 05,0,0,0,-0.32
07/02/15 06,0,0,0,-0.49
07/02/15 07,0,0,0,0.21
07/02/15 08,0,0,0,0.78
07/02/15 09,0,0,0,1.06
07/02/15 10,0,0,0,2.56
07/02/15 11,0,0,0,4.16
07/02/15 12,0,0,0,4
07/02/15 13,0,0,0,0.25
07/02/15 14,0,0,0,1.75
07/02/15 15,0,0,0,-0.02
07/02/15 16,0,0,0,-0.46
07/02/15 17,0,0,0,1.37
07/02/15 18,0,0,0,1.49
07/02/15 19,0,0,0,0.89
07/02/15 20,0,0,0,-0.01
07/02/15 21,0,0,0,0.06
07/02/15 22,0,0,0,-0.64
07/02/15 23,0,0,0,-0.36
08/02/15 00,0,0,0,-0.59
08/02/15 01,0,0,0,-0.49
08/02/15 02,0,0,0,-0.54
08/02/15 03,0,0,0,-0.53
08/02/15 04,0,0,0,-0.57
08/02/15 05,0,0,0,-0.55
08/02/15 06,0,0,0,-0.46
08/02/15 07,0,0,0,-0.05
08/02/15 08,1,1,0,0.97
08/02/15 09,0,0,0,1.79
08/02/15 10,0,0,0,1.74
08/02/15 11,0,0,0,0.76
08/02/15 12,0,0,0,0.86
08/02/15 13,0,0,0,0.62
08/02/15 14,0,0,0,0.33
08/02/15 15,0,0,0,0.03
08/02/15 16,0,0,0,0.63
08/02/15 17,0,0,0,2.66
08/02/15 18,0,0,0,0.99
08/02/15 19,0,0,0,0.61
08/02/15 20,0,0,0,0.7
08/02/15 21,0,0,0,0.25
08/02/15 22,0,0,0,0.07
08/02/15 23,0,0,0,-0.44
09/02/15 00,0,0,0,-0.44
09/02/15 01,0,0,0,-0.64
09/02/15 02,0,0,0,-0.68
09/02/15 03,0,0,0,-0.62
09/02/15 04,0,0,0,-0.68
09/02/15 05,0,0,0,0.29
09/02/15 06,0,0,0,0.29
09/02/15 07,1,1,0,1.91
09/02/15 08,0,0,0,1.98
09/02/15 09,0,0,0,3.54
09/02/15 10,0,0,0,1.97
09/02/15 11,0,0,0,1.06
09/02/15 12,0,0,0,0.33
09/02/15 13,0,0,0,-0.62
09/02/15 14,0,0,0,-0.58
09/02/15 15,0,0,0,-0.47
09/02/15 16,0,0,0,0.8
09/02/15 17,0,0,0,0.96
09/02/15 18,0,0,0,1.66
09/02/15 19,0,0,0,2.09
09/02/15 20,0,0,0,0.56
09/02/15 21,0,0,0,0.46
09/02/15 22,0,0,0,0.51
09/02/15 23,0,0,0,-0.28
10/02/15 00,0,0,0,0.22
10/02/15 01,0,0,0,-0.44
10/02/15 02,0,0,0,-0.49
10/02/15 03,0,0,0,-0.62
10/02/15 04,0,0,0,-0.68
10/02/15 05,0,0,0,-0.58
10/02/15 06,0,0,0,-0.49
10/02/15 07,0,0,0,0.85
10/02/15 08,1,1,0,0.99
10/02/15 09,0,0,0,1.04
10/02/15 10,0,0,0,2.28
10/02/15 11,0,0,0,2.54
10/02/15 12,0,0,0,1.46
10/02/15 13,1,1,0,-0.91
10/02/15 14,0,0,0,-0.53
10/02/15 15,0,0,0,0.16
10/02/15 16,0,0,0,0.4
10/02/15 17,1,1,0,0.44
10/02/15 18,0,0,0,2.76
10/02/15 19,0,0,0,1.71
10/02/15 20,0,0,0,0.63
10/02/15 21,0,0,0,0.25
10/02/15 22,0,0,0,0.26
10/02/15 23,0,0,0,0.14
11/02/15 00,1,1,0,0.11
11/02/15 01,0,0,0,-0.8
11/02/15 02,0,0,0,-0.66
11/02/15 03,0,0,0,-0.74
11/02/15 04,0,0,0,-0.88
11/02/15 05,0,0,0,-0.74
11/02/15 06,0,0,0,-0.46
11/02/15 07,0,0,0,0.67
11/02/15 08,0,0,0,0.69
11/02/15 09,0,0,0,-0.39
11/02/15 10,0,0,0,-0.28
11/02/15 11,0,0,0,0.01
11/02/15 12,0,0,0,0.2
11/02/15 13,0,0,0,0.96
11/02/15 14,0,0,0,1.45
11/02/15 15,0,0,0,0.96
11/02/15 16,0,0,0,0.39
11/02/15 17,0,0,0,0.61
11/02/15 18,0,0,0,2.38
11/02/15 19,0,0,0,1.38
11/02/15 20,0,0,0,1.51
11/02/15 21,0,0,0,0.39
11/02/15 22,0,0,0,-0.09
11/02/15 23,0,0,0,0.16
12/02/15 00,0,0,0,1.04
12/02/15 01,0,0,0,-0.79
12/02/15 02,0,0,0,-0.77
12/02/15 03,0,0,0,-0.85
12/02/15 04,0,0,0,-0.83
12/02/15 05,0,0,0,-0.81
12/02/15 06,0,0,0,-0.77
12/02/15 07,0,0,0,0.61
12/02/15 08,0,0,0,1.34
12/02/15 09,0,0,0,3.06
12/02/15 10,0,0,0,2.3
12/02/15 11,0,0,0,1.78
12/02/15 12,0,0,0,1.27
12/02/15 13,0,0,0,0.13
12/02/15 14,0,0,0,-0.05
12/02/15 15,0,0,0,0.85
12/02/15 16,0,0,0,0.54
12/02/15 17,0,0,0,0.92
12/02/15 18,0,0,0,1.37
12/02/15 19,0,0,0,1.72
12/02/15 20,1,1,0,0.28
12/02/15 21,0,0,0,0.02
12/02/15 22,0,0,0,-0.66
12/02/15 23,0,0,0,-0.51
13/02/15 00,0,0,0,-0.43
13/02/15 01,0,0,0,-0.83
13/02/15 02,0,0,0,-0.66
13/02/15 03,0,0,0,-0.73
13/02/15 04,0,0,0,-0.81
13/02/15 05,0,0,0,-0.81
13/02/15 06,0,0,0,-0.79
13/02/15 07,0,0,0,-0.38
13/02/15 08,0,0,0,3.25
13/02/15 09,0,0,0,1.14
13/02/15 10,0,0,0,0.26
13/02/15 11,0,0,0,0.24
13/02/15 12,0,0,0,0.06
13/02/15 13,0,0,0,-0.57
13/02/15 14,0,0,0,-0.68
13/02/15 15,0,0,0,-0.69
13/02/15 16,0,0,0,-0.09
13/02/15 17,0,0,0,0.32
13/02/15 18,0,0,0,0.29
13/02/15 19,0,0,0,0.01
13/02/15 20,0,0,0,0.88
13/02/15 21,0,0,0,1.27
13/02/15 22,0,0,0,-0.1
13/02/15 23,0,0,0,1.22
14/02/15 00,0,0,0,0.67
14/02/15 01,0,0,0,-0.54
14/02/15 02,0,0,0,-0.8
14/02/15 03,0,0,0,-0.65
14/02/15 04,0,0,0,-0.72
14/02/15 05,0,0,0,-0.88
14/02/15 06,0,0,0,-0.76
14/02/15 07,0,0,0,0.1
14/02/15 08,0,0,0,0.36
14/02/15 09,0,0,0,1.93
14/02/15 10,0,0,0,0.86
14/02/15 11,0,0,0,0.28
14/02/15 12,0,0,0,-0.09
14/02/15 13,0,0,0,-0.64
14/02/15 14,0,0,0,-0.64
14/02/15 15,0,0,0,-0.65
14/02/15 16,0,0,0,-0.65
14/02/15 17,0,0,0,-0.04
14/02/15 18,1,1,0,0.44
14/02/15 19,1,1,0,0.63
14/02/15 20,0,0,0,-0.05
14/02/15 21,1,0,0,-0.06
14/02/15 22,0,0,0,-0.28
14/02/15 23,0,0,0,-0.42
15/02/15 00,0,0,0,-0.66
15/02/15 01,0,0,0,-0.69
15/02/15 02,0,0,0,-0.66
15/02/15 03,0,0,0,-0.65
15/02/15 04,0,0,0,-0.65
15/02/15 05,0,0,0,-0.68
15/02/15 06,0,0,0,-0.69
15/02/15 07,0,0,0,-0.25
15/02/15 08,0,0,0,0.25
15/02/15 09,0,0,0,-0.34
15/02/15 10,0,0,0,-0.1
15/02/15 11,0,0,0,-0.66
15/02/15 12,0,0,0,-0.66
15/02/15 13,0,0,0,-0.68
15/02/15 14,0,0,0,-0.66
15/02/15 15,1,1,0,-0.66
15/02/15 16,0,0,0,-0.17
15/02/15 17,0,0,0,0.41
15/02/15 18,0,0,0,0.97
15/02/15 19,1,1,0,0.66
15/02/15 20,0,0,0,1.78
15/02/15 21,0,0,0,0.92
15/02/15 22,0,0,0,1.36
15/02/15 23,0,0,0,1.6
16/02/15 00,0,0,0,1.31
16/02/15 01,0,0,0,1.52
16/02/15 02,0,0,0,1.34
16/02/15 03,0,0,0,0.43
16/02/15 04,0,0,0,-0.39
16/02/15 05,0,0,0,-0.62
16/02/15 06,0,0,0,-0.53
16/02/15 07,0,0,0,-0.35
16/02/15 08,0,0,0,0.25
16/02/15 09,0,0,0,1.64
16/02/15 10,0,0,0,1.48
16/02/15 11,0,0,0,-0.05
16/02/15 12,0,0,0,2.66
16/02/15 13,0,0,0,1.82
16/02/15 14,0,0,0,1.37
16/02/15 15,0,0,0,0.91
16/02/15 16,0,0,0,0.86
16/02/15 17,0,0,0,2.17
16/02/15 18,0,0,0,2.88
16/02/15 19,0,0,0,2.39
16/02/15 20,0,0,0,1.78
16/02/15 21,0,0,0,0.62
16/02/15 22,0,0,0,-0.49
16/02/15 23,0,0,0,-0.72
17/02/15 00,0,0,0,-0.89
17/02/15 01,0,0,0,-0.88
17/02/15 02,0,0,0,-0.81
17/02/15 03,0,0,0,-0.85
17/02/15 04,0,0,0,-0.79
17/02/15 05,0,0,0,-0.62
17/02/15 06,0,0,0,-0.69
17/02/15 07,0,0,0,0.03
17/02/15 08,0,0,0,1.31
17/02/15 09,0,0,0,1.64
17/02/15 10,0,0,0,2.06
17/02/15 11,0,0,0,1.1
17/02/15 12,0,0,0,-0.91
17/02/15 13,0,0,0,-0.76
17/02/15 14,0,0,0,-0.13
17/02/15 15,0,0,0,0.81
17/02/15 16,0,0,0,1.49
17/02/15 17,0,0,0,1.96
17/02/15 18,0,0,0,2.13
17/02/15 19,0,0,0,2.58
17/02/15 20,0,0,0,1.96
17/02/15 21,0,0,0,0.46
17/02/15 22,0,0,0,-0.17
17/02/15 23,0,0,0,0.07
18/02/15 00,0,0,0,-0.84
18/02/15 01,0,0,0,-1.19
18/02/15 02,0,0,0,-1.22
18/02/15 03,0,0,0,-1.22
18/02/15 04,0,0,0,-1.25
18/02/15 05,0,0,0,-1.29
18/02/15 06,0,0,0,-0.77
18/02/15 07,0,0,0,0.51
18/02/15 08,0,0,0,0.92
18/02/15 09,0,0,0,2.06
18/02/15 10,0,0,0,1.46
18/02/15 11,0,0,0,0.43
18/02/15 12,0,0,0,-0.46
18/02/15 13,0,0,0,-1.1
18/02/15 14,0,0,0,-0.65
18/02/15 15,0,0,0,0.67
18/02/15 16,0,0,0,4.71
18/02/15 17,0,0,0,2.76
18/02/15 18,0,0,0,1.93
18/02/15 19,0,0,0,0.8
18/02/15 20,0,0,0,1.45
18/02/15 21,0,0,0,-0.09
18/02/15 22,0,0,0,-0.25
18/02/15 23,0,0,0,-1.11
19/02/15 00,0,0,0,-0.79
19/02/15 01,0,0,0,-0.96
19/02/15 02,0,0,0,-1.09
19/02/15 03,0,0,0,-1.04
19/02/15 04,0,0,0,-0.96
19/02/15 05,1,1,0,-1.14
19/02/15 06,0,0,0,-1.13
19/02/15 07,0,0,0,-0.14
19/02/15 08,0,0,0,0.81
19/02/15 09,0,0,0,0.8
19/02/15 10,0,0,0,4.29
19/02/15 11,0,0,0,2.24
19/02/15 12,0,0,0,1.07
19/02/15 13,0,0,0,-0.1
19/02/15 14,0,0,0,-0.24
19/02/15 15,0,0,0,-0.25
19/02/15 16,0,0,0,0.25
19/02/15 17,0,0,0,0.73
19/02/15 18,0,0,0,1.89
19/02/15 19,0,0,0,1.36
19/02/15 20,0,0,0,1.07
19/02/15 21,0,0,0,-0.51
19/02/15 22,0,0,0,-1.02
19/02/15 23,0,0,0,-1.13
20/02/15 00,0,0,0,-1.02
20/02/15 01,0,0,0,-1.14
20/02/15 02,0,0,0,-1.22
20/02/15 03,0,0,0,-1.25
20/02/15 04,0,0,0,-0.94
20/02/15 05,0,0,0,-0.98
20/02/15 06,0,0,0,-1.25
20/02/15 07,0,0,0,-0.85
20/02/15 08,0,0,0,1.66
20/02/15 09,0,0,0,1.26
20/02/15 10,0,0,0,0.99
20/02/15 11,0,0,0,-0.08
20/02/15 12,0,0,0,0.43
20/02/15 13,0,0,0,-0.53
20/02/15 14,0,0,0,1.03
20/02/15 15,0,0,0,-1.14
20/02/15 16,0,0,0,-1.17
20/02/15 17,0,0,0,0.21
20/02/15 18,0,0,0,-0.23
20/02/15 19,0,0,0,-0.23
20/02/15 20,0,0,0,0.01
20/02/15 21,0,0,0,0.47
20/02/15 22,0,0,0,0.67
20/02/15 23,0,0,0,0.02
21/02/15 00,0,0,0,0.16
21/02/15 01,0,0,0,-0.19
21/02/15 02,0,0,0,-0.54
21/02/15 03,0,0,0,-0.51
21/02/15 04,0,0,0,-0.57
21/02/15 05,0,0,0,-0.54
21/02/15 06,1,1,0,-0.68
21/02/15 07,0,0,0,-0.55
21/02/15 08,0,0,0,0.62
21/02/15 09,0,0,0,0.65
21/02/15 10,0,0,0,1.48
21/02/15 11,0,0,0,2.79
21/02/15 12,0,0,0,0.92
21/02/15 13,0,0,0,-0.8
21/02/15 14,0,0,0,-0.89
21/02/15 15,0,0,0,-0.58
21/02/15 16,0,0,0,3.86
21/02/15 17,0,0,0,0.86
21/02/15 18,0,0,0,3.32
21/02/15 19,0,0,0,3.01
21/02/15 20,0,0,0,1.11
21/02/15 21,0,0,0,0.56
21/02/15 22,0,0,0,-0.1
21/02/15 23,0,0,0,-0.4
22/02/15 00,0,0,0,-0.31
22/02/15 01,0,0,0,-0.77
22/02/15 02,0,0,0,-0.66
22/02/15 03,0,0,0,-0.79
22/02/15 04,0,0,0,-0.85
22/02/15 05,0,0,0,0.59
22/02/15 06,0,0,0,1.19
22/02/15 07,0,0,0,0.54
22/02/15 08,0,0,0,1.97
22/02/15 09,0,0,0,2.57
22/02/15 10,0,0,0,3.92
22/02/15 11,0,0,0,4.18
22/02/15 12,0,0,0,1.03
22/02/15 13,0,0,0,0.37
22/02/15 14,0,0,0,-0.57
22/02/15 15,0,0,0,-0.77
22/02/15 16,0,0,0,-0.51
22/02/15 17,0,0,0,0.65
22/02/15 18,0,0,0,0.99
22/02/15 19,0,0,0,1.61
22/02/15 20,0,0,0,0.56
22/02/15 21,0,0,0,-0.12
22/02/15 22,1,1,0,-0.64
22/02/15 23,0,0,0,-0.64
23/02/15 00,1,1,0,-0.68
23/02/15 01,0,0,0,-0.64
23/02/15 02,0,0,0,-0.58
23/02/15 03,0,0,0,-0.72
23/02/15 04,0,0,0,-0.65
23/02/15 05,0,0,0,-0.66
23/02/15 06,0,0,0,-0.35
23/02/15 07,0,0,0,0.35
23/02/15 08,0,0,0,1.51
23/02/15 09,0,0,0,0.84
23/02/15 10,0,0,0,1.4
23/02/15 11,0,0,0,-0.34
23/02/15 12,0,0,0,0.02
23/02/15 13,0,0,0,-0.23
23/02/15 14,0,0,0,-0.77
23/02/15 15,0,0,0,-0.42
23/02/15 16,0,0,0,0.59
23/02/15 17,0,0,0,2.21
23/02/15 18,0,0,0,2.19
23/02/15 19,0,0,0,1.33
23/02/15 20,0,0,0,-0.34
23/02/15 21,0,0,0,-0.42
23/02/15 22,0,0,0,-0.68
23/02/15 23,0,0,0,-0.72
24/02/15 00,0,0,0,-0.73
24/02/15 01,0,0,0,-0.83
24/02/15 02,0,0,0,-0.69
24/02/15 03,0,0,0,-0.62
24/02/15 04,0,0,0,-0.72
24/02/15 05,0,0,0,-0.68
24/02/15 06,0,0,0,-0.1
24/02/15 07,0,0,0,0.37
24/02/15 08,0,0,0,1.1
24/02/15 09,0,0,0,-0.1
24/02/15 10,0,0,0,-0.65
24/02/15 11,0,0,0,-0.21
24/02/15 12,0,0,0,-0.65
24/02/15 13,0,0,0,-0.68
24/02/15 14,0,0,0,-0.68
24/02/15 15,0,0,0,-0.69
24/02/15 16,0,0,0,-0.02
24/02/15 17,0,0,0,0.76
24/02/15 18,0,0,0,1.66
24/02/15 19,0,0,0,1.6
24/02/15 20,0,0,0,0.2
24/02/15 21,0,0,0,-0.58
24/02/15 22,0,0,0,-0.51
24/02/15 23,0,0,0,-0.74
25/02/15 00,0,0,0,-0.53
25/02/15 01,0,0,0,-0.79
25/02/15 02,0,0,0,-0.74
25/02/15 03,0,0,0,-0.7
25/02/15 04,0,0,0,-0.61
25/02/15 05,0,0,0,-0.7
25/02/15 06,0,0,0,-0.57
25/02/15 07,0,0,0,0.46
25/02/15 08,0,0,0,1.21
25/02/15 09,0,0,0,0.8
25/02/15 10,0,0,0,0.21
25/02/15 11,0,0,0,0.56
25/02/15 12,0,0,0,1.08
25/02/15 13,0,0,0,0.8
25/02/15 14,0,0,0,2.15
25/02/15 15,0,0,0,4.46
25/02/15 16,0,0,0,1.81
25/02/15 17,0,0,0,2.15
25/02/15 18,1,0,0,1.31
25/02/15 19,0,0,0,-0.16
25/02/15 20,0,0,0,-0.06
25/02/15 21,0,0,0,-0.55
25/02/15 22,0,0,0,-0.34
25/02/15 23,0,0,0,-0.85
26/02/15 00,0,0,0,-0.72
26/02/15 01,0,0,0,-0.69
26/02/15 02,0,0,0,-0.8
26/02/15 03,0,0,0,-0.87
26/02/15 04,0,0,0,-0.79
26/02/15 05,0,0,0,-0.72
26/02/15 06,0,0,0,-0.06
26/02/15 07,0,0,0,3.58
26/02/15 08,0,0,0,0.41
26/02/15 09,0,0,0,-0.66
26/02/15 10,0,0,0,-0.13
26/02/15 11,0,0,0,0.48
26/02/15 12,0,0,0,-0.32
26/02/15 13,0,0,0,-0.68
26/02/15 14,0,0,0,-0.94
26/02/15 15,0,0,0,-0.64
26/02/15 16,0,0,0,0.32
26/02/15 17,0,0,0,1.1
26/02/15 18,0,0,0,1.6
26/02/15 19,0,0,0,0.2
26/02/15 20,0,0,0,-0.17
26/02/15 21,0,0,0,0.48
26/02/15 22,0,0,0,-0.19
26/02/15 23,0,0,0,-0.85
27/02/15 00,0,0,0,-0.83
27/02/15 01,0,0,0,-0.61
27/02/15 02,0,0,0,-0.87
27/02/15 03,0,0,0,-0.87
27/02/15 04,0,0,0,-0.68
27/02/15 05,0,0,0,-0.87
27/02/15 06,0,0,0,-0.74
27/02/15 07,0,0,0,0.73
27/02/15 08,0,0,0,0.28
27/02/15 09,0,0,0,0.13
27/02/15 10,0,0,0,0.24
27/02/15 11,0,0,0,-0.74
27/02/15 12,0,0,0,-0.96
27/02/15 13,1,1,0,-0.74
27/02/15 14,0,0,0,-0.84
27/02/15 15,0,0,0,0.32
27/02/15 16,0,0,0,0.47
27/02/15 17,0,0,0,0.73
27/02/15 18,0,0,0,1.03
27/02/15 19,0,0,0,-0.1
27/02/15 20,0,0,0,0.11
27/02/15 21,0,0,0,-0.54
27/02/15 22,0,0,0,-0.54
27/02/15 23,0,0,0,-0.8
28/02/15 00,0,0,0,-0.92
28/02/15 01,0,0,0,-0.66
28/02/15 02,0,0,0,-0.83
28/02/15 03,0,0,0,-0.72
28/02/15 04,0,0,0,-0.68
28/02/15 05,0,0,0,-0.73
28/02/15 06,0,0,0,-0.35
28/02/15 07,0,0,0,0.07
28/02/15 08,0,0,0,0.54
28/02/15 09,0,0,0,0.91
28/02/15 10,0,0,0,0.81
28/02/15 11,0,0,0,0.8
28/02/15 12,0,0,0,0.52
28/02/15 13,0,0,0,-0.09
28/02/15 14,0,0,0,0.14
28/02/15 15,0,0,0,-0.54
28/02/15 16,0,0,0,-0.1
28/02/15 17,0,0,0,1.03
28/02/15 18,0,0,0,1.75
28/02/15 19,0,0,0,1.16
28/02/15 20,0,0,0,0.37
28/02/15 21,0,0,0,0.36
28/02/15 22,0,0,0,-0.39
28/02/15 23,0,0,0,-0.73
01/03/15 00,0,0,0,-0.77
01/03/15 01,0,0,0,-0.79
01/03/15 02,0,0,0,-0.68
01/03/15 03,0,0,0,-0.73
01/03/15 04,0,0,0,-0.69
01/03/15 05,0,0,0,-0.61
01/03/15 06,0,0,0,-0.65
01/03/15 07,0,0,0,-0.66
01/03/15 08,0,0,0,0.4
01/03/15 09,0,0,0,1.23
01/03/15 10,0,0,0,0.52
01/03/15 11,0,0,0,-0.13
01/03/15 12,0,0,0,-0.36
01/03/15 13,0,0,0,0.58
01/03/15 14,0,0,0,3.91
01/03/15 15,0,0,0,3.2
01/03/15 16,0,0,0,0.8
01/03/15 17,0,0,0,1.04
01/03/15 18,0,0,0,1.37
01/03/15 19,0,0,0,2.41
01/03/15 20,0,0,0,-0.14
01/03/15 21,0,0,0,-0.43
01/03/15 22,0,0,0,-0.65
01/03/15 23,0,0,0,-0.73
02/03/15 00,0,0,0,-0.8
02/03/15 01,0,0,0,-0.81
02/03/15 02,0,0,0,-0.62
02/03/15 03,0,0,0,-0.65
02/03/15 04,0,0,0,-0.62
02/03/15 05,0,0,0,-0.59
02/03/15 06,0,0,0,-0.29
02/03/15 07,0,0,0,0.86
02/03/15 08,0,0,0,0.29
02/03/15 09,0,0,0,0.76
02/03/15 10,0,0,0,0.95
02/03/15 11,0,0,0,0.65
02/03/15 12,0,0,0,-0.17
02/03/15 13,0,0,0,-0.59
02/03/15 14,0,0,0,-0.2
02/03/15 15,0,0,0,-0.23
02/03/15 16,0,0,0,0.44
02/03/15 17,0,0,0,1.37
