timestamp ,90%-threshold,95%-threshold,98%-threshold,z-score
01/02/15 08,0,0,0,-0.55
01/02/15 09,0,0,0,-0.55
01/02/15 10,0,0,0,-0.2
01/02/15 11,0,0,0,-0.17
01/02/15 12,0,0,0,0.72
01/02/15 13,0,0,0,0.02
01/02/15 14,0,0,0,-0.11
01/02/15 15,0,0,0,-0.17
01/02/15 16,0,0,0,0.18
01/02/15 17,0,0,0,0.49
01/02/15 18,0,0,0,0.43
01/02/15 19,0,0,0,0.53
01/02/15 20,0,0,0,0.27
01/02/15 21,0,0,0,1.19
01/02/15 22,0,0,0,1.22
01/02/15 23,0,0,0,2.11
02/02/15 00,0,0,0,1.7
02/02/15 01,0,0,0,1.41
02/02/15 02,0,0,0,0.15
02/02/15 03,0,0,0,0.15
02/02/15 04,0,0,0,0.08
02/02/15 05,0,0,0,-0.49
02/02/15 06,0,0,0,-0.52
02/02/15 07,0,0,0,-0.46
02/02/15 08,0,0,0,-0.24
02/02/15 09,0,0,0,-0.65
02/02/15 10,0,0,0,-0.77
02/02/15 11,0,0,0,-0.77
02/02/15 12,0,0,0,-0.77
02/02/15 13,0,0,0,-0.74
02/02/15 14,0,0,0,-0.71
02/02/15 15,0,0,0,-0.77
02/02/15 16,0,0,0,-0.77
02/02/15 17,0,0,0,-0.46
02/02/15 18,0,0,0,0.62
02/02/15 19,0,0,0,2.46
02/02/15 20,0,0,0,2.02
02/02/15 21,0,0,0,1.13
02/02/15 22,0,0,0,0.78
02/02/15 23,0,0,0,0.05
03/02/15 00,0,0,0,-0.55
03/02/15 01,0,0,0,-0.55
03/02/15 02,0,0,0,-0.43
03/02/15 03,0,0,0,-0.55
03/02/15 04,0,0,0,-0.55
03/02/15 05,0,0,0,-0.58
03/02/15 06,0,0,0,-0.55
03/02/15 07,0,0,0,-0.27
03/02/15 08,0,0,0,0.15
03/02/15 09,0,0,0,-0.55
03/02/15 10,0,0,0,-0.55
03/02/15 11,0,0,0,-0.55
03/02/15 12,0,0,0,-0.55
03/02/15 13,0,0,0,-0.55
03/02/15 14,0,0,0,-0.55
03/02/15 15,0,0,0,-0.55
03/02/15 16,0,0,0,2.14
03/02/15 17,0,0,0,0.3
03/02/15 18,0,0,0,0.46
03/02/15 19,0,0,0,0.68
03/02/15 20,0,0,0,4.05
03/02/15 21,0,0,0,2.05
03/02/15 22,0,0,0,1.86
03/02/15 23,0,0,0,2.46
04/02/15 00,0,0,0,1.03
04/02/15 01,0,0,0,0.18
04/02/15 02,0,0,0,-0.3
04/02/15 03,0,0,0,-0.49
04/02/15 04,0,0,0,-0.24
04/02/15 05,0,0,0,-0.46
04/02/15 06,0,0,0,-0.52
04/02/15 07,0,0,0,-0.33
04/02/15 08,0,0,0,-0.36
04/02/15 09,0,0,0,-0.39
04/02/15 10,0,0,0,-0.58
04/02/15 11,0,0,0,-0.52
04/02/15 12,0,0,0,-0.39
04/02/15 13,0,0,0,-0.49
04/02/15 14,0,0,0,-0.11
04/02/15 15,0,0,0,-0.55
04/02/15 16,0,0,0,-0.36
04/02/15 17,0,0,0,-0.39
04/02/15 18,0,0,0,-0.43
04/02/15 19,0,0,0,-0.43
04/02/15 20,0,0,0,0.43
04/02/15 21,0,0,0,1.6
04/02/15 22,0,0,0,1.19
04/02/15 23,0,0,0,0.15
05/02/15 00,0,0,0,-0.04
05/02/15 01,0,0,0,-0.08
05/02/15 02,0,0,0,-0.04
05/02/15 03,0,0,0,-0.52
05/02/15 04,0,0,0,-0.55
05/02/15 05,0,0,0,-0.55
05/02/15 06,0,0,0,-0.62
05/02/15 07,0,0,0,-0.55
05/02/15 08,0,0,0,-0.17
05/02/15 09,0,0,0,-0.62
05/02/15 10,0,0,0,-0.58
05/02/15 11,0,0,0,-0.46
05/02/15 12,0,0,0,-0.55
05/02/15 13,0,0,0,-0.58
05/02/15 14,0,0,0,0.05
05/02/15 15,0,0,0,-0.46
05/02/15 16,0,0,0,-0.55
05/02/15 17,0,0,0,-0.58
05/02/15 18,0,0,0,1.1
05/02/15 19,0,0,0,3.22
05/02/15 20,0,0,0,0.75
05/02/15 21,0,0,0,1.07
05/02/15 22,0,0,0,1.38
05/02/15 23,0,0,0,1.07
06/02/15 00,0,0,0,0.56
06/02/15 01,0,0,0,-0.11
06/02/15 02,0,0,0,-0.43
06/02/15 03,0,0,0,-0.52
06/02/15 04,0,0,0,-0.55
06/02/15 05,0,0,0,-0.52
06/02/15 06,0,0,0,-0.52
06/02/15 07,0,0,0,-0.55
06/02/15 08,0,0,0,-0.39
06/02/15 09,0,0,0,0.02
06/02/15 10,0,0,0,-0.55
06/02/15 11,0,0,0,-0.55
06/02/15 12,0,0,0,-0.55
06/02/15 13,0,0,0,-0.55
06/02/15 14,0,0,0,-0.55
06/02/15 15,0,0,0,-0.55
06/02/15 16,0,0,0,-0.01
06/02/15 17,0,0,0,0.46
06/02/15 18,0,0,0,0.75
06/02/15 19,0,0,0,4.24
06/02/15 20,0,0,0,0.78
06/02/15 21,0,0,0,1.03
06/02/15 22,0,0,0,1.29
06/02/15 23,0,0,0,0.3
07/02/15 00,0,0,0,0.05
07/02/15 01,0,0,0,0.05
07/02/15 02,0,0,0,0.05
07/02/15 03,0,0,0,-0.36
07/02/15 04,0,0,0,-0.55
07/02/15 05,0,0,0,-0.58
07/02/15 06,0,0,0,-0.58
07/02/15 07,0,0,0,-0.39
07/02/15 08,0,0,0,-0.46
07/02/15 09,0,0,0,-0.62
07/02/15 10,0,0,0,0.34
07/02/15 11,0,0,0,0.46
07/02/15 12,0,0,0,0.62
07/02/15 13,0,0,0,2.97
07/02/15 14,0,0,0,4.08
07/02/15 15,0,0,0,7.06
07/02/15 16,0,0,0,2.81
07/02/15 17,0,0,0,1.07
07/02/15 18,0,0,0,1.54
07/02/15 19,0,0,0,1.76
07/02/15 20,0,0,0,2.08
07/02/15 21,0,0,0,1.73
07/02/15 22,0,0,0,0.97
07/02/15 23,0,0,0,1.54
08/02/15 00,0,0,0,1.76
08/02/15 01,0,0,0,0.91
08/02/15 02,0,0,0,-0.24
08/02/15 03,0,0,0,-0.52
08/02/15 04,0,0,0,-0.55
08/02/15 05,0,0,0,-0.55
08/02/15 06,0,0,0,-0.55
08/02/15 07,0,0,0,-0.55
08/02/15 08,0,0,0,-0.55
08/02/15 09,0,0,0,-0.55
08/02/15 10,0,0,0,-0.55
08/02/15 11,0,0,0,0.02
08/02/15 12,0,0,0,0.18
08/02/15 13,0,0,0,0.18
08/02/15 14,0,0,0,-0.43
08/02/15 15,0,0,0,0.72
08/02/15 16,0,0,0,0.68
08/02/15 17,0,0,0,2.49
08/02/15 18,0,0,0,2.97
08/02/15 19,0,0,0,2.11
08/02/15 20,0,0,0,1.76
08/02/15 21,0,0,0,2.56
08/02/15 22,0,0,0,1.6
08/02/15 23,0,0,0,1.7
09/02/15 00,0,0,0,2.02
09/02/15 01,0,0,0,1.07
09/02/15 02,0,0,0,-0.11
09/02/15 03,0,0,0,-0.46
09/02/15 04,0,0,0,-0.58
09/02/15 05,0,0,0,-0.58
09/02/15 06,0,0,0,-0.58
09/02/15 07,0,0,0,0.97
09/02/15 08,0,0,0,-0.46
09/02/15 09,0,0,0,-0.58
09/02/15 10,0,0,0,-0.58
09/02/15 11,0,0,0,-0.14
09/02/15 12,0,0,0,-0.01
09/02/15 13,0,0,0,-0.11
09/02/15 14,0,0,0,0.3
09/02/15 15,0,0,0,1.1
09/02/15 16,0,0,0,1.86
09/02/15 17,0,0,0,0.84
09/02/15 18,0,0,0,2.11
09/02/15 19,0,0,0,5.25
09/02/15 20,0,0,0,1.76
09/02/15 21,0,0,0,1.45
09/02/15 22,0,0,0,1.51
09/02/15 23,0,0,0,1.89
10/02/15 00,0,0,0,1.22
10/02/15 01,0,0,0,0.02
10/02/15 02,0,0,0,-0.52
10/02/15 03,0,0,0,-0.55
10/02/15 04,0,0,0,-0.52
10/02/15 05,0,0,0,-0.52
10/02/15 06,0,0,0,-0.55
10/02/15 07,0,0,0,-0.55
10/02/15 08,0,0,0,-0.3
10/02/15 09,0,0,0,-0.68
10/02/15 10,0,0,0,-0.77
10/02/15 11,0,0,0,-0.77
10/02/15 12,0,0,0,-0.74
10/02/15 13,0,0,0,-0.74
10/02/15 14,0,0,0,-0.74
10/02/15 15,0,0,0,-0.77
10/02/15 16,0,0,0,0.34
10/02/15 17,0,0,0,3.48
10/02/15 18,0,0,0,1.92
10/02/15 19,0,0,0,2.43
10/02/15 20,0,0,0,2.75
10/02/15 21,0,0,0,1.83
10/02/15 22,0,0,0,1.86
10/02/15 23,0,0,0,1.6
11/02/15 00,0,0,0,0.56
11/02/15 01,0,0,0,-0.01
11/02/15 02,0,0,0,0.4
11/02/15 03,0,0,0,-0.27
11/02/15 04,0,0,0,-0.55
11/02/15 05,0,0,0,-0.58
11/02/15 06,0,0,0,-0.58
11/02/15 07,0,0,0,-0.58
11/02/15 08,0,0,0,-0.36
11/02/15 09,0,0,0,-0.55
11/02/15 10,0,0,0,-0.58
11/02/15 11,0,0,0,-0.62
11/02/15 12,0,0,0,-0.62
11/02/15 13,0,0,0,-0.62
11/02/15 14,0,0,0,-0.58
11/02/15 15,0,0,0,-0.58
11/02/15 16,0,0,0,-0.39
11/02/15 17,0,0,0,0.08
11/02/15 18,0,0,0,1.16
11/02/15 19,0,0,0,0.53
11/02/15 20,0,0,0,2.24
11/02/15 21,0,0,0,2.14
11/02/15 22,0,0,0,1.76
11/02/15 23,0,0,0,1.54
12/02/15 00,0,0,0,0.15
12/02/15 01,0,0,0,-0.36
12/02/15 02,0,0,0,-0.49
12/02/15 03,0,0,0,-0.55
12/02/15 04,0,0,0,-0.43
12/02/15 05,0,0,0,-0.33
12/02/15 06,0,0,0,-0.62
12/02/15 07,0,0,0,-0.62
12/02/15 08,0,0,0,-0.43
12/02/15 09,0,0,0,-0.33
12/02/15 10,0,0,0,-0.52
12/02/15 11,0,0,0,-0.55
12/02/15 12,0,0,0,-0.55
12/02/15 13,0,0,0,-0.55
12/02/15 14,0,0,0,-0.08
12/02/15 15,0,0,0,-0.17
12/02/15 16,0,0,0,-0.04
12/02/15 17,0,0,0,0.4
12/02/15 18,0,0,0,1.45
12/02/15 19,0,0,0,1.48
12/02/15 20,0,0,0,4.43
12/02/15 21,0,0,0,1.6
12/02/15 22,0,0,0,1.95
12/02/15 23,0,0,0,0.62
13/02/15 00,0,0,0,0.11
13/02/15 01,0,0,0,0.11
13/02/15 02,0,0,0,2.52
13/02/15 03,0,0,0,-0.17
13/02/15 04,0,0,0,-0.58
13/02/15 05,0,0,0,-0.55
13/02/15 06,0,0,0,-0.2
13/02/15 07,0,0,0,-0.27
13/02/15 08,0,0,0,-0.52
13/02/15 09,0,0,0,-0.52
13/02/15 10,0,0,0,-0.55
13/02/15 11,0,0,0,-0.55
13/02/15 12,0,0,0,-0.08
13/02/15 13,0,0,0,0.65
13/02/15 14,0,0,0,0.84
13/02/15 15,0,0,0,-0.2
13/02/15 16,0,0,0,-0.27
13/02/15 17,0,0,0,0.4
13/02/15 18,0,0,0,0.05
13/02/15 19,0,0,0,1.19
13/02/15 20,0,0,0,0.94
13/02/15 21,0,0,0,3.6
13/02/15 22,0,0,0,1.38
13/02/15 23,0,0,0,0.65
14/02/15 00,0,0,0,0.21
14/02/15 01,0,0,0,-0.01
14/02/15 02,0,0,0,-0.49
14/02/15 03,0,0,0,-0.46
14/02/15 04,0,0,0,-0.49
14/02/15 05,0,0,0,-0.55
14/02/15 06,0,0,0,-0.58
14/02/15 07,0,0,0,-0.55
14/02/15 08,0,0,0,-0.58
14/02/15 09,0,0,0,-0.27
14/02/15 10,0,0,0,0.05
14/02/15 11,0,0,0,-0.58
14/02/15 12,0,0,0,-0.46
14/02/15 13,0,0,0,-0.11
14/02/15 14,0,0,0,-0.46
14/02/15 15,0,0,0,-0.14
14/02/15 16,0,0,0,-0.52
14/02/15 17,0,0,0,-0.39
14/02/15 18,0,0,0,1.64
14/02/15 19,0,0,0,1.32
14/02/15 20,0,0,0,0.3
14/02/15 21,0,0,0,0.91
14/02/15 22,0,0,0,0.97
14/02/15 23,0,0,0,0.43
15/02/15 00,0,0,0,0.4
15/02/15 01,0,0,0,-0.52
15/02/15 02,0,0,0,-0.55
15/02/15 03,0,0,0,-0.46
15/02/15 04,0,0,0,-0.55
15/02/15 05,0,0,0,-0.55
15/02/15 06,0,0,0,-0.52
15/02/15 07,0,0,0,-0.55
15/02/15 08,0,0,0,-0.58
15/02/15 09,0,0,0,-0.62
15/02/15 10,0,0,0,-0.36
15/02/15 11,0,0,0,-0.55
15/02/15 12,0,0,0,-0.2
15/02/15 13,0,0,0,0.49
15/02/15 14,0,0,0,0.11
15/02/15 15,0,0,0,-0.46
15/02/15 16,0,0,0,-0.49
15/02/15 17,0,0,0,-0.58
15/02/15 18,0,0,0,0.88
15/02/15 19,0,0,0,4.9
15/02/15 20,0,0,0,1
15/02/15 21,0,0,0,1.03
15/02/15 22,0,0,0,1.16
15/02/15 23,0,0,0,1.6
16/02/15 00,0,0,0,1.26
16/02/15 01,0,0,0,0.53
16/02/15 02,0,0,0,0.05
16/02/15 03,0,0,0,-0.36
16/02/15 04,0,0,0,-0.52
16/02/15 05,0,0,0,-0.58
16/02/15 06,0,0,0,-0.58
16/02/15 07,0,0,0,-0.36
16/02/15 08,0,0,0,-0.33
16/02/15 09,0,0,0,-0.55
16/02/15 10,0,0,0,-0.43
16/02/15 11,0,0,0,-0.58
16/02/15 12,0,0,0,-0.58
16/02/15 13,0,0,0,-0.55
16/02/15 14,0,0,0,-0.55
16/02/15 15,0,0,0,-0.55
16/02/15 16,0,0,0,-0.36
16/02/15 17,0,0,0,-0.49
16/02/15 18,0,0,0,2.81
16/02/15 19,0,0,0,5.76
16/02/15 20,0,0,0,1.92
16/02/15 21,0,0,0,0.49
16/02/15 22,0,0,0,0.37
16/02/15 23,0,0,0,0.3
17/02/15 00,0,0,0,0.05
17/02/15 01,0,0,0,0.94
17/02/15 02,0,0,0,-0.14
17/02/15 03,0,0,0,-0.58
17/02/15 04,0,0,0,-0.62
17/02/15 05,0,0,0,-0.62
17/02/15 06,0,0,0,-0.58
17/02/15 07,0,0,0,-0.3
17/02/15 08,0,0,0,-0.43
17/02/15 09,0,0,0,-0.58
17/02/15 10,0,0,0,-0.55
17/02/15 11,0,0,0,-0.11
17/02/15 12,0,0,0,-0.49
17/02/15 13,0,0,0,-0.58
17/02/15 14,0,0,0,-0.46
17/02/15 15,0,0,0,-0.52
17/02/15 16,0,0,0,-0.49
17/02/15 17,0,0,0,-0.62
17/02/15 18,0,0,0,1.26
17/02/15 19,0,0,0,1.89
17/02/15 20,0,0,0,4.59
17/02/15 21,0,0,0,2.62
17/02/15 22,0,0,0,1.89
17/02/15 23,0,0,0,1.41
18/02/15 00,0,0,0,0.56
18/02/15 01,0,0,0,0.75
18/02/15 02,0,0,0,-0.11
18/02/15 03,0,0,0,-0.58
18/02/15 04,0,0,0,-0.58
18/02/15 05,0,0,0,-0.58
18/02/15 06,0,0,0,-0.58
18/02/15 07,0,0,0,-0.39
18/02/15 08,0,0,0,-0.36
18/02/15 09,0,0,0,-0.62
18/02/15 10,0,0,0,-0.62
18/02/15 11,0,0,0,-0.55
18/02/15 12,0,0,0,-0.52
18/02/15 13,0,0,0,-0.58
18/02/15 14,0,0,0,-0.55
18/02/15 15,0,0,0,-0.39
18/02/15 16,0,0,0,-0.58
18/02/15 17,0,0,0,-0.27
18/02/15 18,0,0,0,1.51
18/02/15 19,0,0,0,4.65
18/02/15 20,0,0,0,1.51
18/02/15 21,0,0,0,1.89
18/02/15 22,0,0,0,1.76
18/02/15 23,0,0,0,2.3
19/02/15 00,0,0,0,1.22
19/02/15 01,0,0,0,0.34
19/02/15 02,0,0,0,-0.11
19/02/15 03,0,0,0,-0.52
19/02/15 04,0,0,0,-0.55
19/02/15 05,0,0,0,-0.62
19/02/15 06,0,0,0,-0.62
19/02/15 07,0,0,0,-0.43
19/02/15 08,0,0,0,-0.3
19/02/15 09,0,0,0,-0.62
19/02/15 10,0,0,0,-0.49
19/02/15 11,0,0,0,-0.2
19/02/15 12,0,0,0,-0.55
19/02/15 13,0,0,0,0.05
19/02/15 14,0,0,0,0.18
19/02/15 15,0,0,0,-0.08
19/02/15 16,0,0,0,-0.2
19/02/15 17,0,0,0,1.35
19/02/15 18,0,0,0,5.73
19/02/15 19,0,0,0,6.43
19/02/15 20,0,0,0,3.35
19/02/15 21,0,0,0,2.75
19/02/15 22,0,0,0,2.33
19/02/15 23,0,0,0,1.89
20/02/15 00,0,0,0,1.13
20/02/15 01,0,0,0,0.24
20/02/15 02,0,0,0,0.08
20/02/15 03,0,0,0,-0.52
20/02/15 04,0,0,0,-0.58
20/02/15 05,0,0,0,-0.55
20/02/15 06,0,0,0,-0.55
20/02/15 07,0,0,0,-0.62
20/02/15 08,0,0,0,-0.33
20/02/15 09,0,0,0,-0.33
20/02/15 10,0,0,0,-0.52
20/02/15 11,0,0,0,-0.62
20/02/15 12,0,0,0,-0.65
20/02/15 13,0,0,0,-0.58
20/02/15 14,0,0,0,-0.2
20/02/15 15,0,0,0,-0.55
20/02/15 16,0,0,0,-0.62
20/02/15 17,0,0,0,-0.27
20/02/15 18,0,0,0,-0.46
20/02/15 19,0,0,0,-0.65
20/02/15 20,0,0,0,-0.65
20/02/15 21,0,0,0,0.08
20/02/15 22,0,0,0,1.1
20/02/15 23,0,0,0,1.16
21/02/15 00,0,0,0,0.94
21/02/15 01,0,0,0,0.78
21/02/15 02,0,0,0,0.21
21/02/15 03,0,0,0,0.02
21/02/15 04,0,0,0,-0.52
21/02/15 05,0,0,0,-0.49
21/02/15 06,0,0,0,-0.62
21/02/15 07,0,0,0,-0.62
21/02/15 08,0,0,0,-0.58
21/02/15 09,0,0,0,-0.55
21/02/15 10,0,0,0,-0.55
21/02/15 11,0,0,0,-0.43
21/02/15 12,0,0,0,-0.55
21/02/15 13,0,0,0,0.65
21/02/15 14,0,0,0,-0.52
21/02/15 15,0,0,0,-0.52
21/02/15 16,0,0,0,-0.58
21/02/15 17,0,0,0,0.02
21/02/15 18,0,0,0,-0.17
21/02/15 19,0,0,0,0.43
21/02/15 20,0,0,0,0.88
21/02/15 21,0,0,0,0.75
21/02/15 22,0,0,0,1.1
21/02/15 23,0,0,0,0.34
22/02/15 00,0,0,0,-0.3
22/02/15 01,0,0,0,-0.33
22/02/15 02,0,0,0,-0.27
22/02/15 03,0,0,0,-0.36
22/02/15 04,0,0,0,-0.36
22/02/15 05,0,0,0,-0.39
22/02/15 06,0,0,0,-0.39
22/02/15 07,0,0,0,-0.33
22/02/15 08,0,0,0,-0.33
22/02/15 09,0,0,0,-0.3
22/02/15 10,0,0,0,0.84
22/02/15 11,0,0,0,0.08
22/02/15 12,0,0,0,-0.17
22/02/15 13,0,0,0,-0.01
22/02/15 14,0,0,0,0.46
22/02/15 15,0,0,0,1.26
22/02/15 16,0,0,0,-0.08
22/02/15 17,0,0,0,5.16
22/02/15 18,0,0,0,6.24
22/02/15 19,0,0,0,6.74
22/02/15 20,0,0,0,1.32
22/02/15 21,0,0,0,1.95
22/02/15 22,0,0,0,1.7
22/02/15 23,0,0,0,1.64
23/02/15 00,0,0,0,2.52
23/02/15 01,0,0,0,1.16
23/02/15 02,0,0,0,0.46
23/02/15 03,0,0,0,0.37
23/02/15 04,0,0,0,0.3
23/02/15 05,0,0,0,0.02
23/02/15 06,0,0,0,-0.3
23/02/15 07,0,0,0,-0.17
23/02/15 08,0,0,0,0.53
23/02/15 09,0,0,0,0.78
23/02/15 10,0,0,0,0.15
23/02/15 11,0,0,0,0.81
23/02/15 12,0,0,0,0.11
23/02/15 13,0,0,0,0.24
23/02/15 14,0,0,0,0.21
23/02/15 15,0,0,0,0.43
23/02/15 16,0,0,0,0.34
23/02/15 17,0,0,0,0.49
23/02/15 18,0,0,0,0.78
23/02/15 19,0,0,0,-0.11
23/02/15 20,0,0,0,0.08
23/02/15 21,0,0,0,1.07
23/02/15 22,0,0,0,2.3
23/02/15 23,0,0,0,2.24
24/02/15 00,0,0,0,1.73
24/02/15 01,0,0,0,-0.04
24/02/15 02,0,0,0,-0.17
24/02/15 03,0,0,0,-0.01
24/02/15 04,0,0,0,-0.33
24/02/15 05,0,0,0,-0.36
24/02/15 06,0,0,0,-0.36
24/02/15 07,0,0,0,-0.24
24/02/15 08,0,0,0,-0.24
24/02/15 09,0,0,0,-0.3
24/02/15 10,0,0,0,0.37
24/02/15 11,0,0,0,0.18
24/02/15 12,0,0,0,0.21
24/02/15 13,0,0,0,0.24
24/02/15 14,0,0,0,0.05
24/02/15 15,0,0,0,0.78
24/02/15 16,0,0,0,0.15
24/02/15 17,0,0,0,-0.39
24/02/15 18,0,0,0,-0.39
24/02/15 19,0,0,0,-0.39
24/02/15 20,0,0,0,-0.14
24/02/15 21,0,0,0,0.15
24/02/15 22,0,0,0,2.02
24/02/15 23,0,0,0,1.95
25/02/15 00,0,0,0,2.56
25/02/15 01,0,0,0,1.99
25/02/15 02,0,0,0,0.18
25/02/15 03,0,0,0,-0.33
25/02/15 04,0,0,0,-0.36
25/02/15 05,0,0,0,-0.39
25/02/15 06,0,0,0,-0.39
25/02/15 07,0,0,0,-0.17
25/02/15 08,0,0,0,0.4
25/02/15 09,0,0,0,-0.33
25/02/15 10,0,0,0,-0.36
25/02/15 11,0,0,0,-0.33
25/02/15 12,0,0,0,-0.33
25/02/15 13,0,0,0,1.99
25/02/15 14,0,0,0,1.26
25/02/15 15,0,0,0,0.88
25/02/15 16,0,0,0,2.08
25/02/15 17,0,0,0,1.83
25/02/15 18,0,0,0,2.37
25/02/15 19,0,0,0,1.8
25/02/15 20,0,0,0,2.43
25/02/15 21,0,0,0,2.24
25/02/15 22,0,0,0,2.3
25/02/15 23,0,0,0,2.65
26/02/15 00,0,0,0,2.56
26/02/15 01,0,0,0,0.81
26/02/15 02,0,0,0,-0.27
26/02/15 03,0,0,0,-0.27
26/02/15 04,0,0,0,-0.33
26/02/15 05,0,0,0,-0.36
26/02/15 06,0,0,0,-0.36
26/02/15 07,0,0,0,-0.04
26/02/15 08,0,0,0,0.21
26/02/15 09,0,0,0,-0.3
26/02/15 10,0,0,0,-0.3
26/02/15 11,0,0,0,0.3
26/02/15 12,0,0,0,-0.36
26/02/15 13,0,0,0,0.37
26/02/15 14,0,0,0,1.19
26/02/15 15,0,0,0,1.26
26/02/15 16,0,0,0,1.22
26/02/15 17,0,0,0,1.35
26/02/15 18,0,0,0,2.02
26/02/15 19,0,0,0,1.89
26/02/15 20,0,0,0,0.78
26/02/15 21,0,0,0,0.27
26/02/15 22,0,0,0,0.18
26/02/15 23,0,0,0,0.34
27/02/15 00,0,0,0,0.91
27/02/15 01,0,0,0,1.19
27/02/15 02,0,0,0,0.24
27/02/15 03,0,0,0,0.05
27/02/15 04,0,0,0,0.02
27/02/15 05,0,0,0,-0.2
27/02/15 06,0,0,0,-0.11
27/02/15 07,0,0,0,-0.04
27/02/15 08,0,0,0,0.3
27/02/15 09,0,0,0,-0.17
27/02/15 10,0,0,0,-0.33
27/02/15 11,0,0,0,-0.33
27/02/15 12,0,0,0,-0.3
27/02/15 13,0,0,0,-0.3
27/02/15 14,0,0,0,1
27/02/15 15,0,0,0,1.26
27/02/15 16,0,0,0,0.84
27/02/15 17,0,0,0,0.24
27/02/15 18,0,0,0,1.51
27/02/15 19,0,0,0,1.32
27/02/15 20,0,0,0,1.13
27/02/15 21,0,0,0,3.16
27/02/15 22,0,0,0,1.57
27/02/15 23,0,0,0,2.08
28/02/15 00,0,0,0,1.38
28/02/15 01,0,0,0,0.65
28/02/15 02,0,0,0,-0.14
28/02/15 03,0,0,0,-0.14
28/02/15 04,0,0,0,-0.14
28/02/15 05,0,0,0,-0.14
28/02/15 06,0,0,0,-0.14
28/02/15 07,0,0,0,-0.14
28/02/15 08,0,0,0,-0.17
28/02/15 09,0,0,0,0.59
28/02/15 10,0,0,0,-0.08
28/02/15 11,0,0,0,-0.11
28/02/15 12,0,0,0,-0.11
28/02/15 13,0,0,0,-0.01
28/02/15 14,0,0,0,0.02
28/02/15 15,0,0,0,0.24
28/02/15 16,0,1,1,0.11
28/02/15 17,0,1,0,-0.08
28/02/15 18,0,0,0,0.3
28/02/15 19,0,0,0,1.8
28/02/15 20,0,0,0,2.33
28/02/15 21,0,0,0,3
28/02/15 22,0,0,0,3.1
28/02/15 23,0,0,0,2.33
01/03/15 00,0,0,0,1.92
01/03/15 01,0,0,0,2.11
01/03/15 02,0,0,0,0.84
01/03/15 03,0,0,0,0.05
01/03/15 04,0,0,0,-0.08
01/03/15 05,0,0,0,0.3
01/03/15 06,0,0,0,-0.3
01/03/15 07,0,0,0,-0.36
01/03/15 08,0,0,0,-0.33
01/03/15 09,0,0,0,0.08
01/03/15 10,0,0,0,-0.11
01/03/15 11,0,0,0,-0.11
01/03/15 12,0,0,0,0.24
01/03/15 13,0,0,0,0.08
01/03/15 14,0,0,0,2.02
01/03/15 15,0,0,0,2.71
01/03/15 16,0,0,0,0.78
01/03/15 17,0,0,0,1.07
01/03/15 18,0,0,0,0.08
01/03/15 19,0,0,0,-0.24
01/03/15 20,0,0,0,-0.3
01/03/15 21,0,0,0,0.94
01/03/15 22,0,0,0,2.37
01/03/15 23,0,0,0,1.83
02/03/15 00,0,0,0,0.78
02/03/15 01,0,0,0,-0.04
02/03/15 02,0,0,0,-0.04
02/03/15 03,0,0,0,-0.08
02/03/15 04,0,0,0,-0.11
02/03/15 05,0,0,0,-0.11
02/03/15 06,0,0,0,-0.08
02/03/15 07,0,0,0,0.18
02/03/15 08,0,0,0,0.75
02/03/15 09,0,0,0,-0.33
02/03/15 10,0,0,0,-0.62
