timestamp ,90%-threshold,95%-threshold,98%-threshold,z-score
04/02/15 02,0,0,0,-0.68
04/02/15 03,0,0,0,-0.78
04/02/15 04,0,0,0,-0.62
04/02/15 05,0,0,0,-0.33
04/02/15 06,0,0,0,-0.36
04/02/15 07,0,0,0,-0.4
04/02/15 08,0,0,0,0.52
04/02/15 09,0,0,0,-0.43
04/02/15 10,0,0,0,-0.56
04/02/15 11,0,0,0,1.33
04/02/15 12,0,0,0,-0.32
04/02/15 13,0,0,0,-0.52
04/02/15 14,0,0,0,-0.7
04/02/15 15,0,0,0,-0.86
04/02/15 16,0,0,0,-0.78
04/02/15 17,0,0,0,2.25
04/02/15 18,0,0,0,0.14
04/02/15 19,0,0,0,4.47
04/02/15 20,0,0,0,1.73
04/02/15 21,0,0,0,0.2
04/02/15 22,0,0,0,-0.08
04/02/15 23,0,0,0,-0.74
05/02/15 00,0,0,0,-0.67
05/02/15 01,0,0,0,-0.77
05/02/15 02,0,0,0,-0.71
05/02/15 03,0,0,0,-0.72
05/02/15 04,0,0,0,-0.77
05/02/15 05,0,0,0,-0.53
05/02/15 06,0,0,0,-0.32
05/02/15 07,0,0,0,-0.52
05/02/15 08,0,0,0,0.34
05/02/15 09,0,0,0,-0.59
05/02/15 10,0,0,0,2.33
05/02/15 11,0,0,0,-0.72
05/02/15 12,0,0,0,-0.64
05/02/15 13,0,0,0,-0.3
05/02/15 14,0,0,0,-0.78
05/02/15 15,0,0,0,-0.7
05/02/15 16,0,0,0,0.78
05/02/15 17,0,0,0,1.16
05/02/15 18,0,0,0,0.59
05/02/15 19,0,0,0,2.14
05/02/15 20,0,0,0,0.03
05/02/15 21,0,0,0,-0.3
05/02/15 22,0,0,0,-0.26
05/02/15 23,0,0,0,-0.64
06/02/15 00,0,0,0,-0.75
06/02/15 01,0,0,0,-0.72
06/02/15 02,0,0,0,-0.75
06/02/15 03,0,0,0,-0.8
06/02/15 04,0,0,0,-0.68
06/02/15 05,0,0,0,-0.77
06/02/15 06,0,0,0,-0.59
06/02/15 07,0,0,0,-0.58
06/02/15 08,0,0,0,0.74
06/02/15 09,0,0,0,-0.46
06/02/15 10,0,0,0,1.67
06/02/15 11,0,0,0,1.89
06/02/15 12,0,0,0,-0.55
06/02/15 13,0,0,0,-0.55
06/02/15 14,0,0,0,-0.61
06/02/15 15,0,0,0,-0.81
06/02/15 16,0,0,0,-0.21
06/02/15 17,0,0,0,1.38
06/02/15 18,0,0,0,-0.14
06/02/15 19,0,0,0,-0.01
06/02/15 20,0,0,0,0.05
06/02/15 21,0,0,0,-0.46
06/02/15 22,0,0,0,-0.59
06/02/15 23,0,0,0,-0.78
07/02/15 00,0,0,0,-0.75
07/02/15 01,0,0,0,-0.64
07/02/15 02,0,0,0,-0.75
07/02/15 03,0,0,0,-0.75
07/02/15 04,0,0,0,-0.72
07/02/15 05,0,0,0,-0.64
07/02/15 06,0,0,0,-0.75
07/02/15 07,0,0,0,-0.24
07/02/15 08,0,0,0,0.94
07/02/15 09,0,0,0,-0.1
07/02/15 10,0,0,0,4.24
07/02/15 11,0,0,0,-0.17
07/02/15 12,0,0,0,-0.7
07/02/15 13,0,0,0,-0.99
07/02/15 14,0,0,0,-0.91
07/02/15 15,0,0,0,-0.68
07/02/15 16,0,0,0,1.29
07/02/15 17,0,0,0,0.14
07/02/15 18,0,0,0,0.17
07/02/15 19,0,0,0,0.31
07/02/15 20,0,0,0,3.74
07/02/15 21,0,0,0,0.33
07/02/15 22,0,0,0,0.02
07/02/15 23,0,0,0,-0.51
08/02/15 00,0,0,0,-0.71
08/02/15 01,0,0,0,-0.72
08/02/15 02,0,0,0,-0.68
08/02/15 03,0,0,0,-0.74
08/02/15 04,0,0,0,-0.61
08/02/15 05,0,0,0,-0.64
08/02/15 06,0,0,0,-0.51
08/02/15 07,0,0,0,-0.05
08/02/15 08,0,0,0,0.91
08/02/15 09,0,0,0,1.36
08/02/15 10,0,0,0,1.7
08/02/15 11,0,0,0,1.16
08/02/15 12,0,0,0,-0.64
08/02/15 13,0,0,0,-0.77
08/02/15 14,0,0,0,-0.8
08/02/15 15,0,0,0,-0.9
08/02/15 16,0,0,0,-0.29
08/02/15 17,0,0,0,3.49
08/02/15 18,0,0,0,0.57
08/02/15 19,0,0,0,0.17
08/02/15 20,0,0,0,0.01
08/02/15 21,0,0,0,-0.04
08/02/15 22,0,0,0,-0.55
08/02/15 23,0,0,0,-0.65
09/02/15 00,0,0,0,-0.74
09/02/15 01,0,0,0,-0.52
09/02/15 02,0,0,0,-0.49
09/02/15 03,0,0,0,-0.49
09/02/15 04,0,0,0,-0.46
09/02/15 05,0,0,0,-0.51
09/02/15 06,0,0,0,-0.49
09/02/15 07,0,0,0,-0.04
09/02/15 08,0,0,0,1.12
09/02/15 09,0,0,0,3.06
09/02/15 10,0,0,0,0.36
09/02/15 11,0,0,0,0.75
09/02/15 12,0,0,0,-0.27
09/02/15 13,0,0,0,-0.43
09/02/15 14,0,0,0,-0.61
09/02/15 15,0,0,0,-0.49
09/02/15 16,0,0,0,-0.42
09/02/15 17,0,0,0,2.18
09/02/15 18,0,0,0,0.2
09/02/15 19,0,0,0,0.3
09/02/15 20,0,0,0,0.01
09/02/15 21,0,0,0,-0.43
09/02/15 22,0,0,0,-0.51
09/02/15 23,0,0,0,-0.71
10/02/15 00,0,0,0,-0.72
10/02/15 01,0,0,0,-0.7
10/02/15 02,0,0,0,-0.65
10/02/15 03,0,0,0,-0.8
10/02/15 04,0,0,0,-0.78
10/02/15 05,0,0,0,-0.32
10/02/15 06,0,0,0,-0.34
10/02/15 07,0,0,0,-0.53
10/02/15 08,0,0,0,0.66
10/02/15 09,0,0,0,-0.55
10/02/15 10,0,0,0,-0.49
10/02/15 11,0,0,0,-0.21
10/02/15 12,0,0,0,-0.4
10/02/15 13,0,0,0,-0.61
10/02/15 14,0,0,0,-0.56
10/02/15 15,0,0,0,-0.55
10/02/15 16,0,0,0,2.91
10/02/15 17,0,0,0,1.92
10/02/15 18,0,0,0,0.53
10/02/15 19,0,0,0,1.26
10/02/15 20,0,0,0,0.53
10/02/15 21,0,0,0,-0.11
10/02/15 22,0,0,0,-0.43
10/02/15 23,0,0,0,-0.81
11/02/15 00,0,0,0,-0.7
11/02/15 01,0,0,0,-0.84
11/02/15 02,0,0,0,-0.77
11/02/15 03,0,0,0,-0.74
11/02/15 04,0,0,0,-0.8
11/02/15 05,0,0,0,-0.34
11/02/15 06,0,0,0,-0.33
11/02/15 07,0,0,0,-0.61
11/02/15 08,0,0,0,0.41
11/02/15 09,0,0,0,-0.67
11/02/15 10,0,0,0,2.34
11/02/15 11,0,0,0,1.1
11/02/15 12,0,0,0,-0.21
11/02/15 13,0,0,0,-0.46
11/02/15 14,0,0,0,-0.62
11/02/15 15,0,0,0,-0.64
11/02/15 16,0,0,0,-0.24
11/02/15 17,0,0,0,1.89
11/02/15 18,0,0,0,1.04
11/02/15 19,0,0,0,0.43
11/02/15 20,0,0,0,0.74
11/02/15 21,0,0,0,0.14
11/02/15 22,0,0,0,-0.23
11/02/15 23,0,0,0,-0.64
12/02/15 00,0,0,0,-0.75
12/02/15 01,0,0,0,-0.75
12/02/15 02,0,0,0,-0.61
12/02/15 03,0,0,0,-0.56
12/02/15 04,0,0,0,-0.68
12/02/15 05,0,0,0,-0.37
12/02/15 06,0,0,0,-0.46
12/02/15 07,0,0,0,-0.32
12/02/15 08,0,0,0,0.39
12/02/15 09,0,0,0,-0.74
12/02/15 10,0,0,0,2.22
12/02/15 11,0,0,0,-0.71
12/02/15 12,0,0,0,-0.77
12/02/15 13,0,0,0,-0.81
12/02/15 14,0,0,0,-0.64
12/02/15 15,0,0,0,-0.39
12/02/15 16,0,0,0,1.28
12/02/15 17,0,0,0,0.84
12/02/15 18,0,0,0,0.46
12/02/15 19,0,0,0,3.47
12/02/15 20,0,0,0,0.37
12/02/15 21,0,0,0,-0.11
12/02/15 22,0,0,0,-0.45
12/02/15 23,0,0,0,-0.64
13/02/15 00,0,0,0,-0.71
13/02/15 01,0,0,0,-0.56
13/02/15 02,0,0,0,-0.72
13/02/15 03,0,0,0,-0.64
13/02/15 04,0,0,0,-0.64
13/02/15 05,0,0,0,-0.18
13/02/15 06,0,0,0,-0.93
13/02/15 07,0,0,0,-0.65
13/02/15 08,0,0,0,0.4
13/02/15 09,0,0,0,-0.7
13/02/15 10,0,0,0,0.52
13/02/15 11,0,0,0,0.76
13/02/15 12,0,0,0,-0.81
13/02/15 13,0,0,0,-0.86
13/02/15 14,0,0,0,-0.86
13/02/15 15,0,0,0,-0.93
13/02/15 16,0,0,0,-0.81
13/02/15 17,0,0,0,2.98
13/02/15 18,0,0,0,-0.3
13/02/15 19,0,0,0,0.01
13/02/15 20,0,0,0,-0.15
13/02/15 21,0,0,0,-0.14
13/02/15 22,0,0,0,0.09
13/02/15 23,0,0,0,-0.29
14/02/15 00,0,0,0,-0.34
14/02/15 01,0,0,0,-0.43
14/02/15 02,0,0,0,-0.43
14/02/15 03,0,0,0,-0.49
14/02/15 04,0,0,0,-0.39
14/02/15 05,0,0,0,-0.43
14/02/15 06,0,0,0,-0.49
14/02/15 07,0,0,0,0.01
14/02/15 08,0,0,0,3.47
14/02/15 09,0,0,0,1.01
14/02/15 10,0,0,0,-0.51
14/02/15 11,0,0,0,0.52
14/02/15 12,0,0,0,0.53
14/02/15 13,0,0,0,-0.78
14/02/15 14,0,0,0,-0.84
14/02/15 15,0,0,0,-0.86
14/02/15 16,0,0,0,-0.64
14/02/15 17,0,0,0,2.66
14/02/15 18,0,0,0,0.17
14/02/15 19,0,0,0,-0.07
14/02/15 20,0,0,0,0.09
14/02/15 21,0,0,0,-0.05
14/02/15 22,0,0,0,-0.24
14/02/15 23,0,0,0,-0.7
15/02/15 00,0,0,0,-0.59
15/02/15 01,0,0,0,-0.56
15/02/15 02,0,0,0,-0.46
15/02/15 03,0,0,0,-0.34
15/02/15 04,0,0,0,-0.37
15/02/15 05,0,0,0,-0.36
15/02/15 06,0,0,0,-0.39
15/02/15 07,0,0,0,-0.07
15/02/15 08,0,0,0,1.98
15/02/15 09,0,0,0,-0.74
15/02/15 10,0,0,0,0.39
15/02/15 11,0,0,0,0.95
15/02/15 12,0,0,0,-0.51
15/02/15 13,0,0,0,-0.72
15/02/15 14,0,0,0,-0.01
15/02/15 15,0,0,0,0.52
15/02/15 16,0,0,0,2.3
15/02/15 17,0,0,0,0.59
15/02/15 18,0,0,0,0.65
15/02/15 19,0,0,0,0.91
15/02/15 20,0,0,0,0.36
15/02/15 21,0,0,0,0.02
15/02/15 22,0,0,0,-0.32
15/02/15 23,0,0,0,-0.58
16/02/15 00,0,0,0,-0.56
16/02/15 01,0,0,0,-0.7
16/02/15 02,0,0,0,-0.65
16/02/15 03,0,0,0,-0.74
16/02/15 04,0,0,0,-0.65
16/02/15 05,0,0,0,-0.34
16/02/15 06,0,0,0,-0.43
16/02/15 07,0,0,0,-0.36
16/02/15 08,0,0,0,2.06
16/02/15 09,0,0,0,1.73
16/02/15 10,0,0,0,1.39
16/02/15 11,0,0,0,1.33
16/02/15 12,0,0,0,0.46
16/02/15 13,0,0,0,-0.61
16/02/15 14,0,0,0,-0.51
16/02/15 15,0,0,0,5.1
16/02/15 16,0,0,0,3.95
16/02/15 17,0,0,0,3.48
16/02/15 18,0,0,0,-0.01
16/02/15 19,0,0,0,0.27
16/02/15 20,0,0,0,0.14
16/02/15 21,0,0,0,-0.15
16/02/15 22,0,0,0,-0.32
16/02/15 23,0,0,0,-0.68
17/02/15 00,0,0,0,-0.75
17/02/15 01,0,0,0,-0.61
17/02/15 02,0,0,0,-0.55
17/02/15 03,0,0,0,-0.43
17/02/15 04,0,0,0,-0.62
17/02/15 05,0,0,0,0.02
17/02/15 06,0,0,0,-0.46
17/02/15 07,0,0,0,-0.29
17/02/15 08,0,0,0,0.85
17/02/15 09,0,0,0,0.09
17/02/15 10,0,0,0,2.81
17/02/15 11,0,0,0,1.09
17/02/15 12,0,0,0,-0.3
17/02/15 13,0,0,0,-0.61
17/02/15 14,0,0,0,-0.84
17/02/15 15,0,0,0,-0.9
17/02/15 16,0,0,0,1.74
17/02/15 17,0,0,0,2.74
17/02/15 18,0,0,0,3.19
17/02/15 19,0,0,0,1.57
17/02/15 20,0,0,0,-0.02
17/02/15 21,0,0,0,-0.39
17/02/15 22,0,0,0,-0.14
17/02/15 23,0,0,0,-0.67
18/02/15 00,0,0,0,-0.74
18/02/15 01,0,0,0,-0.83
18/02/15 02,0,0,0,-0.8
18/02/15 03,0,0,0,-0.68
18/02/15 04,0,0,0,-0.77
18/02/15 05,0,0,0,-0.71
18/02/15 06,0,0,0,-0.43
18/02/15 07,0,0,0,-0.64
18/02/15 08,0,0,0,1.3
18/02/15 09,0,0,0,0.6
18/02/15 10,0,0,0,1.3
18/02/15 11,0,0,0,4.15
18/02/15 12,0,0,0,-0.34
18/02/15 13,0,0,0,-0.61
18/02/15 14,0,0,0,-0.9
18/02/15 15,0,0,0,-0.86
18/02/15 16,0,0,0,-0.36
18/02/15 17,0,0,0,-0.39
18/02/15 18,0,0,0,-0.55
18/02/15 19,0,0,0,-0.64
18/02/15 20,0,0,0,-0.48
18/02/15 21,0,0,0,-0.24
18/02/15 22,0,0,0,0.17
18/02/15 23,0,0,0,-0.3
19/02/15 00,0,0,0,-0.7
19/02/15 01,0,0,0,-0.61
19/02/15 02,0,0,0,-0.43
19/02/15 03,0,0,0,-0.55
19/02/15 04,0,0,0,-0.56
19/02/15 05,0,0,0,-0.65
19/02/15 06,0,0,0,-0.42
19/02/15 07,0,0,0,-0.59
19/02/15 08,0,0,0,0.25
19/02/15 09,0,0,0,-0.75
19/02/15 10,0,0,0,-0.52
19/02/15 11,0,0,0,0.36
19/02/15 12,0,0,0,-0.48
19/02/15 13,0,0,0,-0.52
19/02/15 14,0,0,0,-0.46
19/02/15 15,0,0,0,-0.59
19/02/15 16,0,0,0,-0.42
19/02/15 17,1,1,1,2.36
19/02/15 18,0,0,0,0.52
19/02/15 19,0,0,0,0.17
19/02/15 20,0,0,0,0.27
19/02/15 21,0,0,0,0.05
19/02/15 22,0,0,0,-0.24
19/02/15 23,0,0,0,-0.61
20/02/15 00,0,0,0,-0.62
20/02/15 01,0,0,0,-0.7
20/02/15 02,0,0,0,-0.65
20/02/15 03,0,0,0,-0.62
20/02/15 04,0,0,0,-0.62
20/02/15 05,0,0,0,-0.52
20/02/15 06,0,0,0,-0.4
20/02/15 07,0,0,0,-0.51
20/02/15 08,0,0,0,0.84
20/02/15 09,0,0,0,1.61
20/02/15 10,0,0,0,0.93
20/02/15 11,0,0,0,1.38
20/02/15 12,0,0,0,0.95
20/02/15 13,0,0,0,-0.72
20/02/15 14,0,0,0,-0.71
20/02/15 15,0,0,0,-0.53
20/02/15 16,0,0,0,3.89
20/02/15 17,0,0,0,0.65
20/02/15 18,0,0,0,-0.51
20/02/15 19,0,0,0,0.84
20/02/15 20,0,0,0,1.71
20/02/15 21,0,0,0,1.26
20/02/15 22,0,0,0,-0.27
20/02/15 23,0,0,0,0.02
21/02/15 00,0,0,0,-0.23
21/02/15 01,0,0,0,-0.42
21/02/15 02,0,0,0,-0.65
21/02/15 03,0,0,0,-0.74
21/02/15 04,0,0,0,-0.68
21/02/15 05,0,0,0,-0.65
21/02/15 06,0,0,0,-0.71
21/02/15 07,0,0,0,-0.34
21/02/15 08,0,0,0,0.68
21/02/15 09,0,0,0,-0.46
21/02/15 10,0,0,0,1.23
21/02/15 11,0,0,0,0.08
21/02/15 12,0,0,0,-0.48
21/02/15 13,0,0,0,-0.65
21/02/15 14,0,0,0,-0.64
21/02/15 15,0,0,0,-0.56
21/02/15 16,0,0,0,1.66
21/02/15 17,0,0,0,1.48
21/02/15 18,0,0,0,0.56
21/02/15 19,0,0,0,3.55
21/02/15 20,0,0,0,-0.24
21/02/15 21,0,0,0,-0.45
21/02/15 22,0,0,0,-0.48
21/02/15 23,0,0,0,-0.56
22/02/15 00,0,0,0,-0.59
22/02/15 01,0,0,0,-0.48
22/02/15 02,0,0,0,-0.45
22/02/15 03,0,0,0,-0.43
22/02/15 04,0,0,0,-0.46
22/02/15 05,0,0,0,-0.21
22/02/15 06,0,0,0,-0.29
22/02/15 07,0,0,0,-0.1
22/02/15 08,0,0,0,0.76
22/02/15 09,0,0,0,-0.32
22/02/15 10,0,0,0,-0.23
22/02/15 11,0,0,0,0.37
22/02/15 12,0,0,0,-0.48
22/02/15 13,0,0,0,-0.81
22/02/15 14,0,0,0,-0.7
22/02/15 15,0,0,0,1.82
22/02/15 16,0,0,0,2.27
22/02/15 17,0,0,0,5.28
22/02/15 18,0,0,0,1.8
22/02/15 19,0,0,0,1.41
22/02/15 20,0,0,0,-0.04
22/02/15 21,0,0,0,-0.43
22/02/15 22,0,0,0,-0.43
22/02/15 23,0,0,0,-0.75
23/02/15 00,0,0,0,-0.48
23/02/15 01,0,0,0,-0.7
23/02/15 02,0,0,0,-0.87
23/02/15 03,0,0,0,-0.51
23/02/15 04,0,0,0,-0.18
23/02/15 05,0,0,0,-0.39
23/02/15 06,0,0,0,-0.14
23/02/15 07,0,0,0,-0.34
23/02/15 08,0,0,0,0.69
23/02/15 09,0,0,0,-0.36
23/02/15 10,0,0,0,2.33
23/02/15 11,0,0,0,-0.45
23/02/15 12,0,0,0,-0.71
23/02/15 13,0,0,0,-0.75
23/02/15 14,0,0,0,-0.74
23/02/15 15,0,0,0,-0.75
23/02/15 16,0,0,0,1.16
23/02/15 17,0,0,0,1.01
23/02/15 18,0,0,0,-0.21
23/02/15 19,0,0,0,-0.08
23/02/15 20,0,0,0,-0.29
23/02/15 21,0,0,0,-0.55
23/02/15 22,0,0,0,-0.51
23/02/15 23,0,0,0,-0.81
24/02/15 00,0,0,0,-0.84
24/02/15 01,0,0,0,-0.72
24/02/15 02,0,0,0,-0.67
24/02/15 03,0,0,0,-0.64
24/02/15 04,0,0,0,-0.65
24/02/15 05,0,0,0,-0.74
24/02/15 06,0,0,0,-0.23
24/02/15 07,0,0,0,-0.68
24/02/15 08,0,0,0,0.69
24/02/15 09,0,0,0,-0.52
24/02/15 10,0,0,0,2.34
24/02/15 11,0,0,0,0.47
24/02/15 12,0,0,0,-0.42
24/02/15 13,0,0,0,-0.65
24/02/15 14,0,0,0,-0.55
24/02/15 15,0,0,0,-0.71
24/02/15 16,0,0,0,2.05
24/02/15 17,0,0,0,4.31
24/02/15 18,0,0,0,0.37
24/02/15 19,0,0,0,2.85
24/02/15 20,0,0,0,0.12
24/02/15 21,0,0,0,-0.15
24/02/15 22,0,0,0,-0.49
24/02/15 23,0,0,0,-0.83
25/02/15 00,0,0,0,-0.75
25/02/15 01,0,0,0,-0.65
25/02/15 02,0,0,0,-0.75
25/02/15 03,0,0,0,-0.74
25/02/15 04,0,0,0,-0.72
25/02/15 05,0,0,0,-0.56
25/02/15 06,0,0,0,-0.32
25/02/15 07,0,0,0,-0.18
25/02/15 08,0,0,0,0.2
25/02/15 09,0,0,0,-0.39
25/02/15 10,0,0,0,-0.33
25/02/15 11,0,0,0,0.71
25/02/15 12,0,0,0,-0.55
25/02/15 13,0,0,0,-0.55
25/02/15 14,0,0,0,-0.62
25/02/15 15,0,0,0,-0.52
25/02/15 16,0,0,0,-0.84
25/02/15 17,0,0,0,1.17
25/02/15 18,0,0,0,0.9
25/02/15 19,0,0,0,-0.01
25/02/15 20,0,0,0,0.25
25/02/15 21,0,0,0,-0.26
25/02/15 22,0,0,0,-0.32
25/02/15 23,0,0,0,-0.67
26/02/15 00,0,0,0,-0.4
26/02/15 01,0,0,0,-0.51
26/02/15 02,0,0,0,-0.49
26/02/15 03,0,0,0,-0.75
26/02/15 04,0,0,0,-0.64
26/02/15 05,0,0,0,-0.67
26/02/15 06,0,0,0,-0.46
26/02/15 07,0,0,0,-0.18
26/02/15 08,0,0,0,0.57
26/02/15 09,0,0,0,-0.48
26/02/15 10,0,0,0,-0.53
26/02/15 11,0,0,0,-0.53
26/02/15 12,0,0,0,-0.62
26/02/15 13,0,0,0,-0.33
26/02/15 14,0,0,0,-0.3
26/02/15 15,0,0,0,-0.65
26/02/15 16,0,0,0,0.98
26/02/15 17,0,0,0,0.52
26/02/15 18,0,0,0,3.42
26/02/15 19,0,0,0,1.58
26/02/15 20,0,0,0,2.03
26/02/15 21,0,0,0,0.36
26/02/15 22,0,0,0,3.92
26/02/15 23,0,0,0,-0.46
27/02/15 00,0,0,0,-0.39
27/02/15 01,0,0,0,-0.43
27/02/15 02,0,0,0,-0.49
27/02/15 03,0,0,0,-0.37
27/02/15 04,0,0,0,-0.37
27/02/15 05,0,0,0,0.43
27/02/15 06,0,0,0,0.94
27/02/15 07,0,0,0,-0.59
27/02/15 08,0,0,0,0.31
27/02/15 09,0,0,0,-0.74
27/02/15 10,0,0,0,-0.64
27/02/15 11,0,0,0,0.21
27/02/15 12,0,0,0,-0.72
